Id,Date,Total_METs,Avg_METs,Year,Month,Day,DayName
4319703577,2016-04-21,15092,10.48,2016,4,21,Thursday
4319703577,2016-04-22,18666,12.96,2016,4,22,Friday
4319703577,2016-04-23,19245,13.36,2016,4,23,Saturday
4319703577,2016-04-24,18607,12.92,2016,4,24,Sunday
4319703577,2016-04-25,22893,15.9,2016,4,25,Monday
4319703577,2016-04-26,22122,15.36,2016,4,26,Tuesday
4319703577,2016-04-27,22994,15.97,2016,4,27,Wednesday
4319703577,2016-04-28,23420,16.26,2016,4,28,Thursday
4319703577,2016-04-29,21525,14.95,2016,4,29,Friday
4319703577,2016-04-30,20698,14.37,2016,4,30,Saturday
4319703577,2016-05-01,15767,10.95,2016,5,1,Sunday
4319703577,2016-05-02,22402,15.56,2016,5,2,Monday
4319703577,2016-05-03,22115,15.36,2016,5,3,Tuesday
4319703577,2016-05-04,22582,15.68,2016,5,4,Wednesday
4319703577,2016-05-05,25028,17.38,2016,5,5,Thursday
4319703577,2016-05-06,22399,15.55,2016,5,6,Friday
4319703577,2016-05-07,21377,14.85,2016,5,7,Saturday
4319703577,2016-05-08,17743,12.32,2016,5,8,Sunday
4319703577,2016-05-09,23229,16.13,2016,5,9,Monday
4319703577,2016-05-10,22390,15.55,2016,5,10,Tuesday
4319703577,2016-05-11,22106,15.35,2016,5,11,Wednesday
4319703577,2016-05-12,2445,10.19,2016,5,12,Thursday
2320127002,2016-04-12,23090,16.03,2016,4,12,Tuesday
2320127002,2016-04-13,21782,15.13,2016,4,13,Wednesday
2320127002,2016-04-14,18436,12.8,2016,4,14,Thursday
2320127002,2016-04-15,19586,13.6,2016,4,15,Friday
2320127002,2016-04-16,18742,13.02,2016,4,16,Saturday
2320127002,2016-04-17,20140,13.99,2016,4,17,Sunday
2320127002,2016-04-18,20708,14.38,2016,4,18,Monday
2320127002,2016-04-19,19692,13.67,2016,4,19,Tuesday
2320127002,2016-04-20,20898,14.51,2016,4,20,Wednesday
2320127002,2016-04-21,17510,12.16,2016,4,21,Thursday
2320127002,2016-04-22,20130,13.98,2016,4,22,Friday
2320127002,2016-04-23,19612,13.62,2016,4,23,Saturday
2320127002,2016-04-24,18752,13.02,2016,4,24,Sunday
2320127002,2016-04-25,17982,12.49,2016,4,25,Monday
2320127002,2016-04-26,17748,12.33,2016,4,26,Tuesday
2320127002,2016-04-27,16102,11.18,2016,4,27,Wednesday
2320127002,2016-04-28,16014,11.12,2016,4,28,Thursday
2320127002,2016-04-29,15334,10.65,2016,4,29,Friday
2320127002,2016-04-30,19338,13.43,2016,4,30,Saturday
2320127002,2016-05-01,15258,10.6,2016,5,1,Sunday
2320127002,2016-05-02,17538,12.18,2016,5,2,Monday
2320127002,2016-05-03,20422,14.18,2016,5,3,Tuesday
2320127002,2016-05-04,15508,10.77,2016,5,4,Wednesday
2320127002,2016-05-05,19356,13.44,2016,5,5,Thursday
2320127002,2016-05-06,18942,13.15,2016,5,6,Friday
2320127002,2016-05-07,21442,14.89,2016,5,7,Saturday
2320127002,2016-05-08,19804,13.75,2016,5,8,Sunday
2320127002,2016-05-09,17720,12.31,2016,5,9,Monday
2320127002,2016-05-10,20642,14.33,2016,5,10,Tuesday
2320127002,2016-05-11,20692,14.37,2016,5,11,Wednesday
2320127002,2016-05-12,11568,12.85,2016,5,12,Thursday
1503960366,2016-05-04,23287,16.17,2016,5,4,Wednesday
1503960366,2016-05-03,25477,17.69,2016,5,3,Tuesday
1503960366,2016-05-05,25082,17.42,2016,5,5,Thursday
1503960366,2016-05-06,24272,16.86,2016,5,6,Friday
1503960366,2016-05-07,23311,16.19,2016,5,7,Saturday
1503960366,2016-05-08,22275,15.47,2016,5,8,Sunday
1503960366,2016-05-09,23289,16.17,2016,5,9,Monday
1503960366,2016-05-10,23798,16.53,2016,5,10,Tuesday
1503960366,2016-05-11,22053,17.5,2016,5,11,Wednesday
1503960366,2016-04-12,25241,17.53,2016,4,12,Tuesday
1503960366,2016-04-13,22859,15.87,2016,4,13,Wednesday
1503960366,2016-04-14,22589,15.69,2016,4,14,Thursday
1503960366,2016-04-15,22190,15.41,2016,4,15,Friday
1503960366,2016-04-16,23694,16.45,2016,4,16,Saturday
1503960366,2016-04-17,21972,15.26,2016,4,17,Sunday
1503960366,2016-04-18,24433,16.97,2016,4,18,Monday
1503960366,2016-04-19,25883,17.97,2016,4,19,Tuesday
1503960366,2016-04-20,22716,15.78,2016,4,20,Wednesday
1503960366,2016-04-21,22577,15.68,2016,4,21,Thursday
1503960366,2016-04-22,23242,16.14,2016,4,22,Friday
1503960366,2016-04-23,24786,17.21,2016,4,23,Saturday
1503960366,2016-04-24,22746,15.8,2016,4,24,Sunday
1503960366,2016-04-25,25596,17.78,2016,4,25,Monday
1503960366,2016-04-26,25056,17.4,2016,4,26,Tuesday
1503960366,2016-04-27,27451,19.06,2016,4,27,Wednesday
1503960366,2016-04-28,24141,16.76,2016,4,28,Thursday
1503960366,2016-04-29,23365,16.23,2016,4,29,Friday
1503960366,2016-04-30,24763,17.2,2016,4,30,Saturday
1503960366,2016-05-01,23282,16.17,2016,5,1,Sunday
1503960366,2016-05-02,25655,17.82,2016,5,2,Monday
8877689391,2016-04-12,32010,22.23,2016,4,12,Tuesday
8877689391,2016-04-13,29267,20.32,2016,4,13,Wednesday
8877689391,2016-04-14,31155,21.64,2016,4,14,Thursday
8877689391,2016-04-15,32217,22.37,2016,4,15,Friday
8877689391,2016-04-27,31128,21.62,2016,4,27,Wednesday
8877689391,2016-04-28,25065,17.41,2016,4,28,Thursday
8877689391,2016-04-29,22120,15.36,2016,4,29,Friday
8877689391,2016-04-24,28242,19.61,2016,4,24,Sunday
8877689391,2016-04-25,31091,21.59,2016,4,25,Monday
8877689391,2016-04-26,23397,16.25,2016,4,26,Tuesday
8877689391,2016-04-22,28073,19.5,2016,4,22,Friday
8877689391,2016-04-23,31809,22.09,2016,4,23,Saturday
8877689391,2016-04-16,37117,25.78,2016,4,16,Saturday
8877689391,2016-04-17,28959,20.11,2016,4,17,Sunday
8877689391,2016-04-18,22528,15.64,2016,4,18,Monday
8877689391,2016-04-19,30057,20.87,2016,4,19,Tuesday
8877689391,2016-04-20,30144,20.93,2016,4,20,Wednesday
8877689391,2016-04-21,30101,20.9,2016,4,21,Thursday
8877689391,2016-04-30,35933,24.95,2016,4,30,Saturday
8877689391,2016-05-01,22786,15.82,2016,5,1,Sunday
8877689391,2016-05-02,17881,12.42,2016,5,2,Monday
8877689391,2016-05-03,23089,16.03,2016,5,3,Tuesday
8877689391,2016-05-04,28577,19.85,2016,5,4,Wednesday
8877689391,2016-05-05,25083,17.42,2016,5,5,Thursday
8877689391,2016-05-06,32836,22.8,2016,5,6,Friday
8877689391,2016-05-07,33858,23.51,2016,5,7,Saturday
8877689391,2016-05-08,23270,16.16,2016,5,8,Sunday
8877689391,2016-05-09,30250,21.01,2016,5,9,Monday
8877689391,2016-05-10,23136,16.07,2016,5,10,Tuesday
8877689391,2016-05-11,31326,21.75,2016,5,11,Wednesday
8877689391,2016-05-12,13673,16.28,2016,5,12,Thursday
2347167796,2016-04-12,24924,17.31,2016,4,12,Tuesday
2347167796,2016-04-13,21675,15.05,2016,4,13,Wednesday
2347167796,2016-04-14,21376,14.84,2016,4,14,Thursday
2347167796,2016-04-15,22681,15.75,2016,4,15,Friday
2347167796,2016-04-16,28392,19.72,2016,4,16,Saturday
2347167796,2016-04-17,20015,13.9,2016,4,17,Sunday
2347167796,2016-04-18,20674,14.36,2016,4,18,Monday
2347167796,2016-04-19,24942,17.32,2016,4,19,Tuesday
2347167796,2016-04-20,23371,16.23,2016,4,20,Wednesday
2347167796,2016-04-21,21782,15.13,2016,4,21,Thursday
2347167796,2016-04-22,20691,14.37,2016,4,22,Friday
2347167796,2016-04-23,27953,19.41,2016,4,23,Saturday
2347167796,2016-04-24,23247,16.14,2016,4,24,Sunday
2347167796,2016-04-25,22275,15.47,2016,4,25,Monday
2347167796,2016-04-26,19787,13.74,2016,4,26,Tuesday
2347167796,2016-04-27,23328,16.2,2016,4,27,Wednesday
2347167796,2016-04-28,19719,13.69,2016,4,28,Thursday
2347167796,2016-04-29,3665,10.18,2016,4,29,Friday
4388161847,2016-04-12,14400,10.0,2016,4,12,Tuesday
4388161847,2016-04-13,19246,13.37,2016,4,13,Wednesday
4388161847,2016-04-14,22986,15.96,2016,4,14,Thursday
4388161847,2016-04-15,23513,16.33,2016,4,15,Friday
4388161847,2016-04-16,23564,16.36,2016,4,16,Saturday
4388161847,2016-04-17,19724,13.7,2016,4,17,Sunday
4388161847,2016-04-18,25102,17.43,2016,4,18,Monday
4388161847,2016-04-19,23116,16.05,2016,4,19,Tuesday
4388161847,2016-04-20,23638,16.42,2016,4,20,Wednesday
4388161847,2016-04-21,23534,16.34,2016,4,21,Thursday
4388161847,2016-04-22,27171,18.87,2016,4,22,Friday
4388161847,2016-04-23,25354,17.61,2016,4,23,Saturday
4388161847,2016-04-24,22120,15.36,2016,4,24,Sunday
4388161847,2016-04-25,25216,17.51,2016,4,25,Monday
4388161847,2016-04-26,22458,15.6,2016,4,26,Tuesday
4388161847,2016-04-27,23573,16.37,2016,4,27,Wednesday
4388161847,2016-04-28,22764,15.81,2016,4,28,Thursday
4388161847,2016-04-29,22841,15.86,2016,4,29,Friday
4388161847,2016-04-30,25172,17.48,2016,4,30,Saturday
4388161847,2016-05-01,22440,15.58,2016,5,1,Sunday
4388161847,2016-05-02,24130,16.76,2016,5,2,Monday
4388161847,2016-05-03,25225,17.52,2016,5,3,Tuesday
4388161847,2016-05-04,24244,16.84,2016,5,4,Wednesday
4388161847,2016-05-05,22231,15.44,2016,5,5,Thursday
4388161847,2016-05-06,26260,18.24,2016,5,6,Friday
4388161847,2016-05-07,30840,21.42,2016,5,7,Saturday
4388161847,2016-05-08,30168,20.95,2016,5,8,Sunday
4388161847,2016-05-09,23104,16.04,2016,5,9,Monday
4388161847,2016-05-10,23469,16.3,2016,5,10,Tuesday
4388161847,2016-05-11,22651,15.73,2016,5,11,Wednesday
4388161847,2016-05-12,11913,13.24,2016,5,12,Thursday
6775888955,2016-04-12,14400,10.0,2016,4,12,Tuesday
6775888955,2016-04-13,18778,13.04,2016,4,13,Wednesday
6775888955,2016-04-14,19613,13.62,2016,4,14,Thursday
6775888955,2016-04-15,16644,11.56,2016,4,15,Friday
6775888955,2016-04-16,17404,12.09,2016,4,16,Saturday
6775888955,2016-04-17,16169,11.23,2016,4,17,Sunday
6775888955,2016-04-18,21887,15.2,2016,4,18,Monday
6775888955,2016-04-19,14400,10.0,2016,4,19,Tuesday
6775888955,2016-04-20,29154,20.25,2016,4,20,Wednesday
6775888955,2016-04-21,14400,10.0,2016,4,21,Thursday
6775888955,2016-04-22,15039,10.44,2016,4,22,Friday
6775888955,2016-04-23,14400,10.0,2016,4,23,Saturday
6775888955,2016-04-24,16060,11.15,2016,4,24,Sunday
6775888955,2016-04-25,19417,13.48,2016,4,25,Monday
6775888955,2016-04-26,20217,14.04,2016,4,26,Tuesday
6775888955,2016-04-27,14400,10.0,2016,4,27,Wednesday
6775888955,2016-04-28,15589,10.83,2016,4,28,Thursday
6775888955,2016-04-29,14406,10.0,2016,4,29,Friday
6775888955,2016-04-30,17836,12.39,2016,4,30,Saturday
6775888955,2016-05-01,18143,12.6,2016,5,1,Sunday
6775888955,2016-05-02,14401,10.0,2016,5,2,Monday
6775888955,2016-05-03,14418,10.01,2016,5,3,Tuesday
6775888955,2016-05-04,14400,10.0,2016,5,4,Wednesday
6775888955,2016-05-05,14400,10.0,2016,5,5,Thursday
6775888955,2016-05-06,19525,13.56,2016,5,6,Friday
6775888955,2016-05-07,7911,13.19,2016,5,7,Saturday
5553957443,2016-04-12,22118,15.36,2016,4,12,Tuesday
5553957443,2016-04-13,18759,13.03,2016,4,13,Wednesday
5553957443,2016-04-14,25376,17.62,2016,4,14,Thursday
5553957443,2016-04-15,24611,17.09,2016,4,15,Friday
5553957443,2016-04-16,19990,13.88,2016,4,16,Saturday
5553957443,2016-04-17,15260,10.6,2016,4,17,Sunday
5553957443,2016-04-18,18376,12.76,2016,4,18,Monday
5553957443,2016-04-19,24936,17.32,2016,4,19,Tuesday
5553957443,2016-04-20,17140,11.9,2016,4,20,Wednesday
5553957443,2016-04-21,22559,15.67,2016,4,21,Thursday
5553957443,2016-04-22,22975,15.95,2016,4,22,Friday
5553957443,2016-04-23,19391,13.47,2016,4,23,Saturday
5553957443,2016-04-24,16457,11.43,2016,4,24,Sunday
5553957443,2016-04-25,22195,15.41,2016,4,25,Monday
5553957443,2016-04-26,22859,15.87,2016,4,26,Tuesday
5553957443,2016-04-27,20984,14.57,2016,4,27,Wednesday
5553957443,2016-04-28,21830,15.16,2016,4,28,Thursday
5553957443,2016-04-29,23687,16.45,2016,4,29,Friday
5553957443,2016-04-30,15975,11.09,2016,4,30,Saturday
5553957443,2016-05-01,19075,13.25,2016,5,1,Sunday
5553957443,2016-05-02,21881,15.2,2016,5,2,Monday
5553957443,2016-05-03,23172,16.09,2016,5,3,Tuesday
5553957443,2016-05-04,18613,12.93,2016,5,4,Wednesday
5553957443,2016-05-05,23628,16.41,2016,5,5,Thursday
5553957443,2016-05-06,20995,14.58,2016,5,6,Friday
5553957443,2016-05-07,16376,11.37,2016,5,7,Saturday
5553957443,2016-05-08,19315,13.41,2016,5,8,Sunday
5553957443,2016-05-09,24904,17.29,2016,5,9,Monday
5553957443,2016-05-10,25597,17.78,2016,5,10,Tuesday
5553957443,2016-05-11,18555,12.89,2016,5,11,Wednesday
5553957443,2016-05-12,7837,13.06,2016,5,12,Thursday
3372868164,2016-04-12,19118,13.28,2016,4,12,Tuesday
3372868164,2016-04-13,22380,15.54,2016,4,13,Wednesday
3372868164,2016-04-14,22082,15.33,2016,4,14,Thursday
3372868164,2016-04-15,20404,14.17,2016,4,15,Friday
3372868164,2016-04-16,20401,14.17,2016,4,16,Saturday
3372868164,2016-04-17,21003,14.59,2016,4,17,Sunday
3372868164,2016-04-18,21534,14.95,2016,4,18,Monday
3372868164,2016-04-19,21232,14.74,2016,4,19,Tuesday
3372868164,2016-04-20,19972,13.87,2016,4,20,Wednesday
3372868164,2016-04-21,22711,15.77,2016,4,21,Thursday
3372868164,2016-04-22,17850,12.4,2016,4,22,Friday
3372868164,2016-04-23,21335,14.82,2016,4,23,Saturday
3372868164,2016-04-24,20544,14.27,2016,4,24,Sunday
3372868164,2016-04-25,21498,14.93,2016,4,25,Monday
3372868164,2016-04-26,21993,15.27,2016,4,26,Tuesday
3372868164,2016-04-27,22409,15.56,2016,4,27,Wednesday
3372868164,2016-04-28,21090,14.65,2016,4,28,Thursday
3372868164,2016-04-29,21864,15.18,2016,4,29,Friday
3372868164,2016-04-30,20816,14.46,2016,4,30,Saturday
3372868164,2016-05-01,12472,12.99,2016,5,1,Sunday
7086361926,2016-04-29,23102,16.04,2016,4,29,Friday
7086361926,2016-05-06,25834,17.94,2016,5,6,Friday
7086361926,2016-05-07,24207,16.81,2016,5,7,Saturday
7086361926,2016-05-05,21025,14.6,2016,5,5,Thursday
7086361926,2016-05-08,22394,15.55,2016,5,8,Sunday
7086361926,2016-05-09,26146,18.16,2016,5,9,Monday
7086361926,2016-05-01,24118,16.75,2016,5,1,Sunday
7086361926,2016-05-02,24337,16.9,2016,5,2,Monday
7086361926,2016-05-03,24335,16.9,2016,5,3,Tuesday
7086361926,2016-05-04,23462,16.29,2016,5,4,Wednesday
7086361926,2016-04-30,26472,18.38,2016,4,30,Saturday
7086361926,2016-04-28,25274,17.55,2016,4,28,Thursday
7086361926,2016-04-24,18107,12.57,2016,4,24,Sunday
7086361926,2016-04-25,24320,16.89,2016,4,25,Monday
7086361926,2016-04-26,24565,17.06,2016,4,26,Tuesday
7086361926,2016-04-27,23796,16.52,2016,4,27,Wednesday
7086361926,2016-05-10,24700,17.15,2016,5,10,Tuesday
7086361926,2016-05-11,24170,16.78,2016,5,11,Wednesday
7086361926,2016-05-12,8792,11.27,2016,5,12,Thursday
7086361926,2016-04-12,24496,17.01,2016,4,12,Tuesday
7086361926,2016-04-13,22235,15.44,2016,4,13,Wednesday
7086361926,2016-04-14,24100,16.74,2016,4,14,Thursday
7086361926,2016-04-15,21166,14.7,2016,4,15,Friday
7086361926,2016-04-16,14449,10.03,2016,4,16,Saturday
7086361926,2016-04-17,14400,10.0,2016,4,17,Sunday
7086361926,2016-04-18,24244,16.84,2016,4,18,Monday
7086361926,2016-04-19,26017,18.07,2016,4,19,Tuesday
7086361926,2016-04-20,26481,18.39,2016,4,20,Wednesday
7086361926,2016-04-21,21769,15.12,2016,4,21,Thursday
7086361926,2016-04-22,25129,17.45,2016,4,22,Friday
7086361926,2016-04-23,17351,12.05,2016,4,23,Saturday
2873212765,2016-04-12,22570,15.67,2016,4,12,Tuesday
2873212765,2016-04-13,22820,15.85,2016,4,13,Wednesday
2873212765,2016-04-14,21556,14.97,2016,4,14,Thursday
2873212765,2016-04-15,23496,16.32,2016,4,15,Friday
2873212765,2016-04-16,24484,17.0,2016,4,16,Saturday
2873212765,2016-04-17,17420,12.1,2016,4,17,Sunday
2873212765,2016-04-18,21521,14.95,2016,4,18,Monday
2873212765,2016-04-19,22281,15.47,2016,4,19,Tuesday
2873212765,2016-04-20,23940,16.63,2016,4,20,Wednesday
2873212765,2016-04-21,22529,15.65,2016,4,21,Thursday
2873212765,2016-04-22,22304,15.49,2016,4,22,Friday
2873212765,2016-04-23,23111,16.05,2016,4,23,Saturday
2873212765,2016-04-24,21696,15.07,2016,4,24,Sunday
2873212765,2016-04-25,21808,15.14,2016,4,25,Monday
2873212765,2016-04-26,21532,14.95,2016,4,26,Tuesday
2873212765,2016-04-27,22478,15.61,2016,4,27,Wednesday
2873212765,2016-04-28,20993,14.58,2016,4,28,Thursday
2873212765,2016-04-29,20360,14.14,2016,4,29,Friday
2873212765,2016-04-30,20934,14.54,2016,4,30,Saturday
2873212765,2016-05-01,19894,13.82,2016,5,1,Sunday
2873212765,2016-05-02,21484,14.92,2016,5,2,Monday
2873212765,2016-05-03,21796,15.14,2016,5,3,Tuesday
2873212765,2016-05-04,23042,16.0,2016,5,4,Wednesday
2873212765,2016-05-05,22543,15.65,2016,5,5,Thursday
2873212765,2016-05-06,21850,15.17,2016,5,6,Friday
2873212765,2016-05-07,21690,15.06,2016,5,7,Saturday
2873212765,2016-05-08,23966,16.64,2016,5,8,Sunday
2873212765,2016-05-09,21806,15.14,2016,5,9,Monday
2873212765,2016-05-10,22440,15.58,2016,5,10,Tuesday
2873212765,2016-05-11,20788,14.44,2016,5,11,Wednesday
2873212765,2016-05-12,15857,16.52,2016,5,12,Thursday
6290855005,2016-04-12,17890,12.42,2016,4,12,Tuesday
6290855005,2016-04-13,20302,14.1,2016,4,13,Wednesday
6290855005,2016-04-14,20632,14.33,2016,4,14,Thursday
6290855005,2016-04-15,20240,14.06,2016,4,15,Friday
6290855005,2016-04-16,19454,13.51,2016,4,16,Saturday
6290855005,2016-04-17,22164,15.39,2016,4,17,Sunday
6290855005,2016-04-18,19332,13.43,2016,4,18,Monday
6290855005,2016-04-19,19842,13.78,2016,4,19,Tuesday
6290855005,2016-04-20,18876,13.11,2016,4,20,Wednesday
6290855005,2016-04-21,14400,10.0,2016,4,21,Thursday
6290855005,2016-04-22,19540,13.57,2016,4,22,Friday
6290855005,2016-04-23,18624,12.93,2016,4,23,Saturday
6290855005,2016-04-24,18894,13.12,2016,4,24,Sunday
6290855005,2016-04-25,19368,13.45,2016,4,25,Monday
6290855005,2016-04-26,14400,10.0,2016,4,26,Tuesday
6290855005,2016-04-27,19172,13.31,2016,4,27,Wednesday
6290855005,2016-04-28,18780,13.04,2016,4,28,Thursday
6290855005,2016-04-29,14400,10.0,2016,4,29,Friday
6290855005,2016-04-30,19872,13.8,2016,4,30,Saturday
6290855005,2016-05-01,23278,16.17,2016,5,1,Sunday
6290855005,2016-05-02,19044,13.23,2016,5,2,Monday
6290855005,2016-05-03,18668,12.96,2016,5,3,Tuesday
6290855005,2016-05-04,18998,13.19,2016,5,4,Wednesday
6290855005,2016-05-05,18748,13.02,2016,5,5,Thursday
6290855005,2016-05-06,19614,13.62,2016,5,6,Friday
6290855005,2016-05-07,18264,12.68,2016,5,7,Saturday
6290855005,2016-05-08,18954,13.16,2016,5,8,Sunday
6290855005,2016-05-09,14636,14.35,2016,5,9,Monday
5577150313,2016-04-12,26431,18.35,2016,4,12,Tuesday
5577150313,2016-04-13,19807,13.75,2016,4,13,Wednesday
5577150313,2016-04-14,31804,22.09,2016,4,14,Thursday
5577150313,2016-04-15,31660,21.99,2016,4,15,Friday
5577150313,2016-04-16,33785,23.46,2016,4,16,Saturday
5577150313,2016-04-17,36024,25.02,2016,4,17,Sunday
5577150313,2016-04-18,28681,19.92,2016,4,18,Monday
5577150313,2016-04-19,27708,19.24,2016,4,19,Tuesday
5577150313,2016-04-20,25263,17.54,2016,4,20,Wednesday
5577150313,2016-04-21,31800,22.08,2016,4,21,Thursday
5577150313,2016-04-22,25987,18.05,2016,4,22,Friday
5577150313,2016-04-23,24937,17.32,2016,4,23,Saturday
5577150313,2016-04-24,34758,24.14,2016,4,24,Sunday
